항목ID,항목코드,항목코드명,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#5,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#6,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#7,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#8,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#9,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#10,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#11,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#12,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_010#13,1, 지상파채널 TV광고,,,
,2, 케이블/종편채널 TV광고,,,
,3, TV VOD 광고,,,
,4, 라디오 광고,,,
,5, 신문 광고,,,
,6, 잡지 광고,,,
,7, 인터넷/모바일 광고,,,
,8, 옥외/대중교통 광고,,,
,9, 매장 내 광고/진열/점원,,,
,10, 관련 기사 및 뉴스,,,
,11, 인터넷 후기/리뷰,,,
,12, 주변 사람의 추천,,,
,98, 기타,,,
,99, 없음,,,
J_17_08_012#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_08_012#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_001,1,예,,,
,2,아니오,,,
,9,모름/무응답,,,
J_17_10_004,1,가격,,,
,2,브랜드 이미지,,,
,3,광고,,,
,4,주위의 평판/입소문,,,
,5,회사 신뢰도,,,
,6,의사/약사의 권유,,,
,7,구입 용이성,,,
,8,효능,,,
,9,약국/매장,,,
,10,기타,,,
,99,없음,,,
J_17_10_005,1,가격,,,
,2,브랜드 이미지,,,
,3,광고,,,
,4,주위의 평판/입소문,,,
,5,회사 신뢰도,,,
,6,의사/약사의 권유,,,
,7,구입 용이성,,,
,8,효능,,,
,9,약국/매장,,,
,10,기타,,,
,99,없음,,,
J_17_10_006,1,전혀 없음,,,
,2,없음,,,
,3,보통,,,
,4,있음,,,
,5,매우 있음,,,
J_17_10_007#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_007#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_17_10_008#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_001,1,예,,,
,2,아니오,,,
,9,무응답,,,
J_18_02_003,1,예,,,
,2,아니오,,,
,9,무응답,,,
J_18_02_005,1,매일,,,
,2,1주일에 5-6회,,,
,3,1주일에 3-4회,,,
,4,1주일에 1-2회,,,
,5,2-3주에 1회,,,
,6,한달에 1회,,,
,7,2-3달에 1회,,,
,8,이보다 드물게,,,
,9,무응답,,,
J_18_02_009,1," 주점(호프, 소주집 등)",,,
,2, 대중식당,,,
,3, 바/카페,,,
,4, 클럽,,,
,5, 편의점,,,
,6, 집,,,
,7, 야구장,,,
,8, 야외(유원지 등),,,
,9,기타,,,
J_18_02_013,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 사은품/이벤트,,,
,6, 맛,,,
,7, 매장,,,
,8, 원료/성분,,,
,9, 추가 증정행사,,,
,10, 원산지/생산국가,,,
,11, 맥주 종류/타입,,,
,12, 용량,,,
,13, 용기/패키지,,,
,98, 기타,,,
,99, 없음,,,
J_18_02_014,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 사은품/이벤트,,,
,6, 맛,,,
,7, 매장,,,
,8, 원료/성분,,,
,9, 추가 증정행사,,,
,10, 원산지/생산국가,,,
,11, 맥주 종류/타입,,,
,12, 용량,,,
,13, 용기/패키지,,,
,98, 기타,,,
,99, 없음,,,
J_18_02_015,1,전혀 없음,,,
,2,없음,,,
,3,보통,,,
,4,있음,,,
,5,매우 있음,,,
J_18_02_016#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_18_02_016#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
