항목ID,항목코드,항목코드명,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_05_18_014#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_002,1,예,,,
,2,아니오,,,
J_06_01_003#1,1,일반 흰우유,,,
,2,저지방 우유,,,
,3,코칼슘 등 기능성 우유,,,
,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_003#2,1,일반 흰우유,,,
,2,저지방 우유,,,
,3,코칼슘 등 기능성 우유,,,
,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_003#3,1,일반 흰우유,,,
,2,저지방 우유,,,
,3,코칼슘 등 기능성 우유,,,
,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_003#4,1,일반 흰우유,,,
,2,저지방 우유,,,
,3,코칼슘 등 기능성 우유,,,
,4,"가공 우유(초코, 딸기, 바나나, 커피)",,,
J_06_01_005,1,1주일에 1회 이상,,,
,2,2~3주에 1회,,,
,3,한 달에 1회,,,
,4,2~3달에 1회,,,
,5,이보다 드물게,,,
,9,무응답,,,
J_06_01_011,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 건강/영양성분,,,
,8, 유통기한/신선도,,,
,9, 포장/용기 디자인 ,,,
,10, 추가증정행사,,,
,11," 매장(점원, 매장광고, 진열 등)",,,
,12, 용량,,,
,13, 구성 원재료,,,
,14, 재료 원산지,,,
,98, 기타,,,
,99, 없음,,,
J_06_01_012,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 건강/영양성분,,,
,8, 유통기한/신선도,,,
,9, 포장/용기 디자인 ,,,
,10, 추가증정행사,,,
,11," 매장(점원, 매장광고, 진열 등)",,,
,12, 용량,,,
,13, 구성 원재료,,,
,14, 재료 원산지,,,
,98, 기타,,,
,99, 없음,,,
J_06_01_013,1,전혀 없음,,,
,2,없음,,,
,3,보통,,,
,4,있음,,,
,5,매우 있음,,,
J_06_01_014#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_014#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#8,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#9,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#10,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#11,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#12,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_01_016#13,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_002,1,예,,,
,2,아니오,,,
J_06_02_004,1,1주일에 1회 이상,,,
,2,2-3주에 1회,,,
,3,한 달에 1회,,,
,4,2-3달에 1회,,,
,5,이보다 드물게,,,
,9,무응답,,,
J_06_02_006,1,떠먹는 요구르트,,,
,2,마시는 발효유,,,
,3,마시는 발효음료류 (유산균 음료),,,
,9,무응답,,,
J_06_02_012,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 영양성분,,,
,8, 기능/효과,,,
,9, 포장/용기 디자인,,,
,10, 추가증정행사,,,
,11," 매장(점원, 매장광고, 진열 등)",,,
,98, 기타,,,
,99, 없음,,,
J_06_02_013,1, 가격,,,
,2, 브랜드 이미지,,,
,3, 광고,,,
,4, 주위의 평판/입소문,,,
,5, 회사 신뢰도,,,
,6, 맛/향,,,
,7, 영양성분,,,
,8, 기능/효과,,,
,9, 포장/용기 디자인,,,
,10, 추가증정행사,,,
,11," 매장(점원, 매장광고, 진열 등)",,,
,98, 기타,,,
,99, 없음,,,
J_06_02_014,1,전혀 없음,,,
,2,없음,,,
,3,보통,,,
,4,있음,,,
,5,매우 있음,,,
J_06_02_015#1,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_015#2,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_015#3,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_015#4,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_015#5,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_015#6,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
,99,없음,,,
J_06_02_015#7,1,지상파채널 TV광고,,,
,2,케이블/종편채널 TV광고,,,
,3,TV VOD 광고,,,
,4,라디오 광고,,,
,5,신문 광고,,,
,6,잡지 광고,,,
,7,인터넷/모바일 광고,,,
,8,옥외/대중교통 광고,,,
,9,매장 내 광고/진열/점원,,,
,10,관련 기사 및 뉴스,,,
,11,인터넷 후기/리뷰,,,
,12,주변 사람의 추천,,,
,98,기타,,,
